Location name,Amount spent (AUD)
Australian Capital Territory,1160
Jervis Bay Territory,≤100
New South Wales,17227
Northern Territory,671
Queensland,16352
South Australia,4694
Tasmania,1917
Unknown,≤100
Victoria,15894
Western Australia,8376
