Location name,Amount spent (MYR)
Johor,1548
Kedah,529
Kelantan,333
Kuala Lumpur,1059
Labuan,≤100
Malacca,255
Negeri Sembilan,382
Pahang,654
Penang,330
Perak,586
Perlis,103
Putrajaya,≤100
Sabah,533
Sarawak,838
Selangor,1816
Terengganu,380
Unknown,≤100
