Location name,Amount spent (USD)
Alabama,7132
Alaska,2256
American Samoa,≤100
Arizona,18690
Arkansas,4952
California,62110
Colorado,8819
Connecticut,5756
Delaware,1493
Florida,41015
Georgia,17260
Guam,≤100
Hawaii,2123
Idaho,3383
Illinois,23115
Indiana,12379
Iowa,5543
Kansas,4532
Kentucky,8961
Louisiana,7925
Maine,3752
Maryland,12635
Massachusetts,10308
Michigan,19342
Minnesota,17772
Mississippi,4798
Missouri,10241
Montana,2885
Nebraska,2680
Nevada,5724
New Hampshire,2409
New Jersey,16929
New Mexico,3415
New York,35929
North Carolina,18756
North Dakota,1120
Northern Mariana Islands,≤100
Ohio,17324
Oklahoma,8593
Oregon,8189
Pennsylvania,25945
Puerto Rico,≤100
Rhode Island,1519
South Carolina,7584
South Dakota,1231
Tennessee,11053
Texas,48444
Unknown,≤100
Utah,4989
Vermont,1929
Virgin Islands (U.S.),≤100
Virginia,18705
Washington,12978
"Washington, District of Columbia",9735
West Virginia,3162
Wisconsin,8889
Wyoming,1406
