Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1555
Bicol Region,5754
Cagayan Valley,5105
Calabarzon,23575
Caraga,3027
Central Luzon,15951
Central Visayas,8864
Cordillera Administrative Region,3148
Davao Region,9209
Eastern Visayas,5462
Ilocos Region,8448
Metro Manila,34470
Mimaropa,2767
Northern Mindanao,7660
Soccsksargen,6017
Unknown,≤100
Western Visayas,10382
Zamboanga Peninsula,3488
