Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,3149748,34
943824938962084,Luis Fernando,Luis Fernando,1566227,38
103771265752808,Vysokolán,Stephan Vysokolán,1120174,9
532716330164048,Sole Núñez,Sole Núñez,1085247,18
102917519228790,Bruno Defelippe,PautaPY,794254,7
241512319274531,Sixto Pereira,Sixto Pereira,739834,4
102266292553995,Sucia Política,Diego Ricardo Ramírez,543102,8
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,464408,2
1547194582252394,Denis Lichi,Global Agencia,414948,7
105796025619350,Tati Giménez Diputado 2023,Tati Giménez Diputado 2023,397252,10
498022813689642,Oscar González Drakeford,Oscar González,361860,20
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,361026,2
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,342558,5
100490136261426,María Cristina Campuzano Senadora,María Cristina Campuzano Senadora,339841,1
110447625137045,Pilar Callizo,PautaPY,321089,1
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,313738,15
102963512483270,PyElige,PY Elige,291425,6
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,267534,7
483666425147964,Richard Ramirez,Richard Ramirez,260339,11
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,249415,10
113351910838827,Alma Cívica,Alma Cívica,240290,14
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,218179,11
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,216920,2
153958777947957,Paulo Reichardt,Paulo Reichardt,190487,6
109626041763537,Natalicio Chase,Global Agencia,185870,4
100959471597014,José Antonio Galeano,José Antonio Galeano,181529,11
827201027312903,César LANDY Torres,Jose Dolores Zarate Gonzalez,171443,4
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,170442,2
1753251591598763,Dani Mujica,Dani Mujica,163189,8
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,161472,7
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,157751,1
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,144613,3
405176719648043,Dr. César Meza Bría,Esteban Giovanni Fortunatti,139582,5
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,121399,7
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,114647,1
325540631525675,En La Tecla,En la Tecla,105951,3
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",105458,8
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,105022,1
1150055398455917,C9N Paraguay,C9N Paraguay,101229,1
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,101229,3
109041755331821,Abg. Esther Roa,Maria Esther Roa De Espinola,100973,3
102649292598442,Senador Hugo Richer,Senador Hugo Richer,99856,6
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,98313,7
105678502467624,Soledad Villagra,Soledad Villagra Carron,92969,2
109700221917436,Rodrigo Blanco Amarilla,Rodrigo Blanco Amarilla,92627,2
112866004765581,Taurino González,Elias Escobar Fernández,91092,4
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,89826,21
105787598141250,Ever Rojas Borja,IMAGEN DE GOBIERNO,88808,1
647864758888200,Seba Garcia,Sebastian Garcia,88619,2
107587622053186,Dra. Vivian Santander 2023,Santander Santander Clinica,87992,6
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,87928,3
103759862278474,Victor Miranda Py,Clicnovo,86768,4
100566575581065,Ramón Montanía,Ramón Montania Fernandez,86768,1
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,84858,6
105977768646306,Bernardo Zárate Gobernador,Bernardo Zárate Gobernador,80587,2
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,78474,11
107956328706667,Sary Helman Diputada,Fabiana Marlene Cañete Helman,77765,3
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,74668,2
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,74643,11
614795685343483,Belén Maldonado,Belén Maldonado,74453,1
118776213294753,Atenil Paraguay,Atenil Paraguay,65570,3
109293074062174,El Encuestador,El Encuestador,65352,1
517426394969535,Ricardo Canese,Ricardo Canese,65100,1
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,64511,2
192161474526084,Luis Fretes Senador,Luis Fretes Senador,60305,2
108982768685910,Cynthia Rios Diputada,Wilson Armoa,57845,5
102940895895901,Victor Herreros Gimenez,Victor Herreros,56923,2
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,56660,2
176941749043831,YAMIL ESGAIB,Yamil Esgaib,55649,2
518726648648192,Carlos Arrechea,Carlos Arrechea,55079,1
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,53312,1
110213485203305,Celso Ynsaurralde,Celso Ynsaurralde,52346,1
100445112671378,Fernando Camacho Senador 2023,Norma Graciela Ávalos Lezcano,50365,1
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,49676,1
131915497570975,Manuel Aguilar,Jose Manuel Aguilar Bogarin,49549,3
103373961784268,Giani Ramírez,Giani Ramírez,45974,4
483666425147964,Richard Ramirez,Richard Rolando Ramirez Rodriguez,45031,1
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,45000,7
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,43384,1
110988551804080,Dany Agüero Concejal,Juan Daniel Aguero Rotela,43192,4
495567100804506,Tito 2023,Federico Rafael Vergara Aguero,42594,2
