Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
497191817041688,Erdoğan Gönüllüleri,Woo Medya ve Organizasyon Ltd Şti,3327,23
105372312520215,Levent Yenilmez - Şanlıurfa Bağımsız Milletvekili Adayı,Levent Yenilmez,1711,6
596449673702582,Gaziantep Büyükşehir Belediyesi,Gaziantep Büyükşehir Belediyesi,1490,10
326363220894548,Nail Çiler,Nail Çiler,1444,3
842962915908391,Seçim Oyunu,Mustafa Mete Fisunoglu,1419,2
100568266218274,Gençliğin Yüzleri,Gençliğin Yüzleri,1232,4
426339260809702,Oğul Aktuna,Oğul Aktuna,1198,1
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,987,3
439268549551900,Ulaş Karasu,Ulaş Karasu,987,20
213380598742595,Selahattin Demirtaş,Ragıp Incesağır,987,1
1600287556851102,İsmet AKIN,İsmet AKIN,980,1
114357406669727,ABB TV,Antalya Büyükşehir Belediyesi,955,10
289270345073936,İsmail Hakkı Bakır,İsmail Hakkı Bakır,935,6
498579987170393,العدسة  The Lens,thelenspost,908,14
191453580768,Yeni Şafak,Piri Medya Anonim Sirketi,792,5
1414815935509791,MHP Kayseri Milletvekili Baki Ersoy,Latif Ersoy,622,1
177586435611321,Arçelik,These ads ran without a disclaimer,616,2
2028274240749386,Celal Köse,Celal Köse,588,2
113279311715408,Adnan Duman,Adnan Duman,586,1
279716635770157,Doğrula Org,Doğrula Org,574,2
113027408315708,Herkes Duysun,Herkes Duysun,543,1
106365685235806,Muaz Ergezen,Muaz Ergezen,525,1
1657215431168321,Mustafa Gültak,Mustafa Gültak,467,1
1001476859872937,Atilla ZORLU,Atila Zorlu,459,2
103087702499272,Prof. Dr. Mustafa Araz,Prof. Dr. Mustafa Araz,398,1
109648772104972,NNC MEDYA I nnchaber.com.tr,Kağan Onaran,385,2
439673326110919,İlteriş Kağan Sıkıcıkoğlu,İlteriş Kağan Sıkıcıkoğlu,336,10
466041427161963,ERSİN BEYAZ,Ersin Beyaz,333,2
110581248694646,Los Muertos,These ads ran without a disclaimer,311,2
1157808394233800,Kayalar Group İthal Hayvancılık,These ads ran without a disclaimer,288,1
1764577253790486,Mehmet Yılmazer,Mehmet Yılmazer,278,1
113673790352749,180 تحقيقات,180 تحقيقات,273,4
505992806138474,يني شفق العربية,Piri Medya,271,1
101321076075048,Nouvelle Aube - Yeni Şafak Français,Piri Medya,259,1
532775093532626,Yücel Bulut,Yucel Bulut,246,1
154012084797126,Yeni Şafak,Piri Medya,244,1
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,239,2
100227179744422,Kenan Doğan,Kenan Dogan,233,1
