Location name,Amount spent (ARS)
Buenos Aires,2817573
Catamarca,56774
Chaco,45078
Chubut,310354
Ciudad Autónoma de Buenos Aires,363226
Corrientes,35990
Córdoba,2030752
Entre Rios,361029
Formosa,663554
Jujuy,30001
La Pampa,57282
La Rioja,22257
Mendoza,52570
Misiones,22015
Neuquén,38891
Río Negro,38739
Salta,28600
San Juan,419895
San Luis,30709
Santa Cruz,123694
Santa Fe,3972911
Santiago del Estero,16993
Tierra del Fuego,14594
Tucuman,38478
Unknown,≤100
