Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1264
Bicol Region,14023
Cagayan Valley,4815
Calabarzon,26679
Caraga,4006
Central Luzon,16082
Central Visayas,7478
Cordillera Administrative Region,2565
Davao Region,9786
Eastern Visayas,4022
Ilocos Region,8171
Metro Manila,56256
Mimaropa,3597
Northern Mindanao,6563
Soccsksargen,4769
Unknown,≤100
Western Visayas,8961
Zamboanga Peninsula,4215
