Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
311627208673,WWF UK,WWF UK,8516,76
10677003998,Shelter,Shelter,7259,285
7715002593,UNICEF UK,Unicef UK,6375,34
102639461303190,Fair Pay For All,Fair Pay For All,6147,221
97708339756,Action for Children,Action for Children,4519,80
220543443746,International Rescue Committee - UK,International Rescue Committee UK,4049,94
7624294394,Amnesty International UK,Amnesty International UK,3209,111
21242962092,ClientEarth,ClientEarth,2369,75
353224381469808,ifaw,IFAW,2130,27
208573062515662,Freedom from Torture,Freedom from Torture,2119,161
514212165305248,Leigh Day,Leigh Day,2061,53
722939897742608,The Co-operative Bank,The Co-operative Bank,1706,23
799576543492660,The Week Junior,The Week Junior,1700,68
30349161852,Eden Project,Eden Project,1648,8
7527864602,WaterAid UK,WaterAid UK,1380,79
117476785190,Save the Children UK,Save the Children UK,1326,56
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1293,28
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1207,10
121936349543,World Vision UK,World Vision UK,1123,30
37981137361,The Children's Society,The Children's Society,1123,84
13047522725,Crimestoppers,Crimestoppers,1092,116
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,1076,24
35671512696,World Animal Protection UK,World Animal Protection UK,1068,69
158077247591710,Refuge,Refuge,1063,101
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1058,1
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,937,6
96184651725,Centrica,Centrica,904,12
117509421272,St Mungo's,St Mungo's,867,26
39605200520,ActionAid UK,ActionAid UK,840,48
1613092172114946,DWP Digital,Department for Work and Pensions,829,4
268801635305,Breast Cancer Now,Breast Cancer Now,757,8
13533633585,National Trust,National Trust,744,4
241312696375349,National Education Union,National Education Union,739,2
177855115588808,The Week UK,The Week UK,695,38
101958682650112,ESG UK,Energy Saving Grants,694,90
165099760197787,Welsh Government,Welsh Government,671,175
246872175166,Action Against Hunger UK,Action Against Hunger UK,654,103
116625838402686,FareShare,FareShare,630,61
1660600037490738,Guardian Labs,Guardian Labs,610,35
47612991154,Dignity in Dying,Dignity in Dying,581,15
21517406388,Trees for Cities,Trees for Cities,577,20
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),574,40
7214031395,Oxfam Great Britain,Oxfam Great Britain,526,34
290498754454402,European Movement UK,European Movement UK,514,7
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,505,13
101558386889,Shelter Scotland,Shelter Scotland,491,89
200480966638039,Supremacy 1914,These ads ran without a disclaimer,481,2
6233536938,War Child UK,War Child UK,442,75
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,423,7
490007667679401,Hugh James,Hugh James,420,6
216441838710642,Women's Aid Federation Northern Ireland,Women’s Aid Federation Northern Ireland,411,1
59304777880,YMCA England & Wales,YMCA England & Wales,411,23
6040534532,One Acre Fund,One Acre Fund,406,7
308291623138631,Eco Footprint,Richard Lee Hughes,406,1
34341434454,Comic Relief,Comic Relief,397,6
106946654868342,Water's Worth Saving,Water UK,382,47
698773137204706,Give My View,Built-ID,376,10
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,375,14
1645963095654688,Healthier Scotland,The Scottish Government,367,10
108951391565231,Help to Heat,Huw John Llewellyn,355,9
97116898596,Sightsavers,Sightsavers,350,8
1046117708754519,Care4Calais,Care4Calais,348,31
166335402260,Scottish Water,Scottish Water,342,9
547761111920012,Anglian Water - Love Every Drop,Anglian Water,329,4
1682367945366856,POWER Film,Power Film,318,6
107310464728068,Britain Remade,BRM Futures Limited,312,14
101255718164248,350 UK,350.org,308,3
227427673437,Tree Aid,Tree Aid,307,25
127031794038958,Blue Marine Foundation,Blue Marine Foundation,307,6
105135382234851,Warm This Winter,Warm This Winter,307,2
103273814470,SolarAid,SolarAid,299,5
25749647410,The Labour Party,The Labour Party,286,801
274651352565844,Oltco Ltd,Oltco Ltd,278,128
138007436233900,Public Health Agency,Public Health Agency,264,4
112712550420527,Sumofus UK,SumOfUs,263,1
6708565748,CBM UK,CBM UK,258,9
103835971750,Orbis UK,Orbis UK,256,1
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,249,50
105325515394672,Local Recovery,Local Recovery,246,6
59367068326,The Ramblers,The Ramblers,245,10
7043497714,Christian Aid,Christian Aid,233,7
1738524969810037,Mission India UK,Mission India UK,232,4
1670424859916091,Boundary Commission for Scotland,Boundary Commission for Scotland,229,1
114897779919277,Womendealingwithdebt.com,These ads ran without a disclaimer,218,6
912590792245688,NHS Negligence Claims,Online Legal Limited,207,1
358706239805,Scope,Scope,205,6
135456716565905,Guardian Jobs,Guardian Jobs,200,31
6707857033,Global Justice Now,Global Justice Now,189,15
124329456353,Mencap,Mencap,186,13
110538548040758,Care2 UK,John Ayling & Associates,183,20
110133689018711,Prostate Cancer Research,Prostate Cancer Research,179,14
13695746395,Guide Dogs UK,Guide Dogs,179,16
18168505158,The Woodland Trust,Woodland Trust,174,37
91484672241,Toilet Twinning,Toilet Twinning,171,34
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),167,59
1239655572849437,Aviva plc,Aviva,166,2
8270524646,Alzheimer's Society,Alzheimer's Society,164,3
139695000173,Good Energy,Good Energy,161,16
107154758854119,York and North Yorkshire Devolution,York and North Yorkshire Devolution,161,16
1077114302479444,Bath & West Community Energy - BWCE,BWCE,154,19
106995620950700,Platform 67,Platform 67,153,4
10986039307,VSO,VSO,152,79
353803611446846,WB Debtcare,Wylie & Bisset,150,2
1446491662056129,Just Treatment,Just Treatment,146,6
249209468838241,Good Law Project,Good Law Project,146,54
112845639376,Refugee Action,Refugee Action,145,39
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,139,8
569834799727730,National Grid UK,National Grid UK,138,8
442816382865338,Social Security Scotland,Social Security Scotland,138,2
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,138,27
313376249090900,The Humane League UK,The Humane League UK,133,18
175316065881756,How to Waste Less Scotland,Zero Waste Scotland,132,5
195754307110390,Right To Life UK,Right To Life UK,130,3
202798122688,Chatham House,Chatham House,126,2
1422817667967727,Rainbow Migration,Rainbow Migration,126,17
603389616739829,Bite Back 2030,Bite Back 2030,125,1
102567371548459,Bin Twinning,Toilet Twinning,125,6
208371683037269,NBCU Catalyst,CNBC Catalyst,124,2
102686421238918,Prevented Ocean Plastic,Bantam Materials,121,1
358706239805,Scope,Scope,119,10
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",119,22
295803323870555,Earthwatch Europe,Earthwatch Europe,116,10
103377369077244,Total Working From Home Tax Claims,These ads ran without a disclaimer,112,2
1586251881644270,Keir Starmer,The Labour Party,112,226
283661679914,YoungMinds,youngmindsuk,111,6
124471347603278,Positive Money UK,Positive Money,111,2
158365557945,Unseen & the Modern Slavery Helpline,Unseen UK,110,5
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,109,16
87993564181,London Wildlife Trust,London Wildlife Trust,108,5
208259529191152,Aid to the Church in Need UK,Aid to the Church in Need UK,107,6
219947610085,Marine Conservation Society,Marine Conservation Society,105,4
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,105,3
183831360784,Theirworld,Theirworld,103,26
20995300784,Green Party of England and Wales,Green Party of England and Wales,102,29
20374426684,Friends of the Earth Scotland,Friends of the Earth Scotland,102,4
173822695998794,Wildlife Vets International,Wildlife Vets International,101,6
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),101,1
873550809444862,Mighty Earth,Mighty Earth,≤100,93
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100,1
104117508042217,Spitting Image,Fifty Technology Ltd.,≤100,2
114651147002520,SSE Energy Solutions,SSE,≤100,6
126686317362835,The HALO Trust,The Halo Trust,≤100,12
6366026879,Dogs Trust,Dogs Trust,≤100,4
609478472439399,MCard,West Yorkshire Combined Authority,≤100,4
25010947137,ShelterBox,ShelterBox,≤100,16
8422578815,Soil Association,Soil Association,≤100,7
121292038029801,The Passage Charity,The Passage,≤100,9
320344981331677,Net Zero Scotland,The Scottish Government,≤100,1
117663840670,Global Care,Global Care,≤100,5
134678860688,Lambeth Council,Lambeth Council,≤100,1
265565040237871,USPG,USPG,≤100,12
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,≤100,1
1721275931466984,The Reclaim Party,The Reclaim Party,≤100,4
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,≤100,162
200607304110592,Generation UK,"Generation: You Employed, UK",≤100,7
346684596111093,KinKind,KinKind Ltd,≤100,10
102734363097680,Group B Strep Support (GBSS),Group B Strep Support (GBSS),≤100,9
693990677314288,Royal London,These ads ran without a disclaimer,≤100,1
163273590367943,Elton John AIDS Foundation,Elton John AIDS Foundation,≤100,8
216600665159,Brighton Women's Centre,Brighton Women's Centre,≤100,11
730993880393394,Michelle O'Neill,Sinn Féin,≤100,16
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100,1
433758463400561,Equation,Equation,≤100,3
41819722370,CAP - Christians Against Poverty UK,Christians Against Poverty,≤100,4
397986050296687,Scottish Liberal Democrats,"and promoted by the Scottish Liberal Democrats, 4 Clifton Terrace, Edinburgh, EH12 5DR.",≤100,2
163862575762,Embrace the Middle East,Embrace the Middle East,≤100,11
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,≤100,8
349596960793,Leeds City Council,Leeds City Council,≤100,5
61950489543,Labour North West,The Labour Party,≤100,8
11711946230,Changing Faces,Changing Faces,≤100,2
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,19
225128488403586,Musgrave MarketPlace Northern Ireland,Musgrave MarketPlace NI,≤100,5
113406386878484,FairChecks,FairChecks,≤100,2
100294524873469,On the Edge,On The Edge Conservation,≤100,4
100651718058538,The Commitment,The Commitment,≤100,20
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100,7
157191900962245,"Platform -  activism, education and the arts","Platform -  activism, education and the arts",≤100,8
175584152579855,Unite the union,Unite the union,≤100,2
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100,5
18366996074,War on Want,War on Want,≤100,11
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100,2
617476271637848,Usdaw Union,"the Union of Shop, Distributive and Allied Workers",≤100,2
109521288484771,Best of Enemies,SINE Digital,≤100,2
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100,4
535040816685041,West Midlands Combined Authority,West Midlands Combined Authority,≤100,2
2047806148766050,Animal Equality UK,Animal Equality UK,≤100,4
1634910396724286,CAN Digital,CAN Digital Solutions Ltd,≤100,6
211614899544570,Long Live The Local,British Beer & Pub Association,≤100,15
103549865856547,Justice United,Justice United,≤100,5
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100,7
309859477095,Citizens UK,Citizens UK,≤100,4
1863944713844924,Best For Britain,Best for Britain,≤100,10
101064776613325,Charles Tyrwhitt,Charles Tyrwhitt,≤100,1
32514078659,Liberty,Liberty,≤100,1
64955332909,Sage,Sage,≤100,3
169042736456594,All Out,All Out,≤100,8
236972016503598,Animal Save Movement,Animal Save Movement,≤100,1
248492308506194,Schneider Electric,These ads ran without a disclaimer,≤100,2
134271016653249,World Jewish Relief,World Jewish Relief,≤100,2
11055104471,ONE,ONE Against Poverty (UK),≤100,1
157492274367801,Cruelty Free International,Cruelty Free International,≤100,12
5883973269,Liberal Democrats,"and promoted by the Liberal Democrats, 1 Vincent Square, London, SW1P 2PN.",≤100,10
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,≤100,1
1536244863288071,Terravesta,Terravesta,≤100,5
104099795878007,"New Solar Project in Postling, Hythe",RNA Energy Ltd,≤100,6
25040545213,Contact - For families with disabled children,Contact,≤100,7
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100,2
1731766737063825,Greenspark,Greenspark,≤100,14
71409503111,Manchester City Council,Manchester City Council,≤100,7
303381303198329,Local Government Boundary Commission for England,LGBCE,≤100,2
119114834837077,Victim Support,Victim Support,≤100,3
193317391840,London Borough of Richmond upon Thames,London Borough of Richmond upon Thames,≤100,1
183026535040943,International Tree Foundation,International Tree Foundation,≤100,3
126761694007536,Samsung,These ads ran without a disclaimer,≤100,1
234881964773,Vintage Books,Vintage Books,≤100,12
6574632957,Unlock Democracy,Unlock Democracy,≤100,29
1044234978973335,Factor 8,Factor 8,≤100,1
137491719653536,Governors for Schools,Governors for Schools,≤100,1
165000236850106,Hackney Council,Hackney Council,≤100,4
204984049549968,Eat Haggis and Ceilidh On,Allistair James Burt,≤100,1
2185781521490288,ONE TRIBE,One Tribe,≤100,5
107424475417111,Unite For A Workers' Economy,Unite the Union,≤100,2
298509560234948,Bethany Christian Trust,Bethany Christian Trust,≤100,1
26806660922,Humanists UK,Humanists UK,≤100,1
63451405593,NFU Online,NFU Online,≤100,5
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100,1
323967924444168,YesCymru,YesCymru,≤100,2
105414346223667,The Scottish Parliament,The Scottish Parliament,≤100,2
10114144851,NSPCC,NSPCC,≤100,2
108219202036213,Новости Дня,These ads ran without a disclaimer,≤100,1
7569385657,Co-operative Party,Co-operative Party,≤100,1
264444526901270,Human Aid UK,Human Aid UK,≤100,3
104117508042217,Spitting Image,These ads ran without a disclaimer,≤100,2
134106130027796,Oxfordshire County Council,Oxfordshire County Council,≤100,3
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100,5
48243507113,Darlington Borough Council,Darlington Borough Council,≤100,3
1486841851361953,Power for People,Corinna Quinn Miller,≤100,4
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100,13
101915698384428,Eldred Law,Eldred Law,≤100,1
143664152344192,WWF Scotland,WWF Scotland,≤100,1
100760668674946,Cllr Tyler Hawkins,Tyler Cain Hawkins,≤100,1
2279278499016921,Scottish Business UK - SBUK,Scottish Business UK,≤100,11
104777753526688,Level Up,Level Up,≤100,11
352473908152813,National Oceanography Centre,National Oceanography Centre,≤100,1
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100,1
100375849312830,Tax Claims,Tax Claims,≤100,2
196603287038373,Edinburgh Children's Hospital Charity,Edinburgh Children’s Hospital Charity,≤100,2
105279899060069,Aghosh UK - AlKhidmat Foundation,Adeel Riaz,≤100,1
119681001072,Gloucestershire Wildlife Trust,Gloucestershire Wildlife Trust,≤100,1
81751285098,West Midlands Police,West Midlands Police,≤100,3
139577716095155,Newcastle University,Newcastle University,≤100,1
107284742098398,Regenera UK,Regenera,≤100,1
584574371631157,Derby News,Derby News,≤100,1
203019897089479,Connect To Support Hampshire,Connect to Support Hampshire,≤100,1
252946378095154,Enfield Council,Enfield Council,≤100,1
85549822738,Peace Direct,Peace Direct,≤100,20
1551777295056430,NFU Cymru,NFU Cymru,≤100,6
696599710712291,West Yorkshire Combined Authority,West Yorkshire Combined Authority,≤100,1
103559634900519,Oltco Ltd,Oltco Ltd,≤100,4
106858339345084,North Yorkshire County Council,North Yorkshire County Council,≤100,3
102563495226123,Oltco Ltd,Oltco Ltd,≤100,6
401847960644025,Extinction Rebellion UK,Extinction Rebellion,≤100,12
155710354774360,Momentum,Momentum,≤100,2
269383906869137,VERCIDA,Vercida,≤100,5
100396318770585,Oltco Ltd,Oltco Ltd,≤100,2
404114017051274,The Proud Trust,The Proud Trust,≤100,3
102999628329018,Dr Shadman Zaman,Shadman Zaman,≤100,2
369608019765499,Clean Air in London,Clean Air in London,≤100,1
254715671275058,Irise,Irise International,≤100,1
146393758720939,Cord,Cord,≤100,1
112617308346786,European news,These ads ran without a disclaimer,≤100,1
886540824807022,Switch Off And Breathe,West Lothian Council,≤100,1
138385936213569,Northern Ireland Water,Northern Ireland Water,≤100,1
193488666400,McMaster University,These ads ran without a disclaimer,≤100,3
105579725420482,Oltco Ltd,Oltco Ltd,≤100,5
164471235877,Welsh Liberal Democrats,Welsh Liberal Democrats,≤100,3
248887561894779,Home Energy Scotland,Energy Saving Trust,≤100,16
103090485214325,Oltco Ltd,Oltco Ltd,≤100,6
102881531374140,Oltco Ltd,Oltco Ltd,≤100,6
104599142425402,STRAW - Save the TRees Armada Way,STRAW Plymouth,≤100,1
447583738621835,Police and Crime Commissioner for Hampshire,Office of Police and Crime Commissioner for Hampshire and Isle of Wight,≤100,1
114937633750473,Oltco Ltd,Oltco Ltd,≤100,4
100460115820499,Recork,Recork,≤100,11
103132065651601,Oltco Ltd,Oltco Ltd,≤100,2
127187187348820,Kaspersky,These ads ran without a disclaimer,≤100,1
102829741166944,Nickie Aiken MP,Cities of London & Westminster Conservatives,≤100,4
101232925799539,Men's Alliance England,Mens Alliance (NI),≤100,1
100574382093839,South Hams Climate Action Network,South Hams Climate Action Network,≤100,4
109324415039999,Oltco Ltd,Oltco Ltd,≤100,6
904219376634136,Labour for Hertsmere,Hertsmere Constituency Labour Party,≤100,8
108385790816204,Oltco Ltd,Oltco Ltd,≤100,4
100683069449483,Oltco Ltd,Oltco Ltd,≤100,4
100118448122201,Shaun Bailey MP,Shaun Bailey MP- Member of Parliament for West Bromwich West,≤100,2
112009230934869,Oltco Ltd,Oltco Ltd,≤100,3
104440175326817,Oltco Ltd,Oltco Ltd,≤100,4
106073211531467,Oltco Ltd,Oltco Ltd.,≤100,3
102987482444835,Heidi Alexander for South Swindon,Heidi Alexander,≤100,1
112032793783017,Oltco Ltd,Oltco Ltd,≤100,4
102526548076452,Oltco Ltd,Oltco Ltd,≤100,3
108177494656552,Oltco Ltd,Oltco Ltd,≤100,3
169752493036356,Forestry England,Forestry England,≤100,7
111654016067,Staffordshire University,Staffordshire University,≤100,6
101957509021740,Tunbridge Wells Conservatives,Tunbridge Wells Conservatives,≤100,3
321249061618806,Cllr Louise Gittins - Leader of Cheshire West,Cheshire West Labour,≤100,2
108241274164259,Oltco Ltd,Oltco Ltd,≤100,4
104739198696692,Oltco Ltd,Oltco Ltd,≤100,2
119436041436456,ESPC,ESPC,≤100,1
106792972704837,Independent Society of Musicians,Independent Society of Musicians,≤100,1
158525844191005,Suffolk County Council,Suffolk County Council,≤100,1
1699213180110510,Coulby Newham Councillor - Stefan Walker,Stefan Terence Walker,≤100,1
104804208680348,The Oil Machine,Film & Campaign Ltd.,≤100,1
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100,11
73621126187,Rosa,Rosa UK,≤100,2
124471347603278,Positive Money UK,Positive Money UK,≤100,1
106601708857448,Sarah Smith For Blackpool South,Mrs Sarah Madeleine Webster Smith,≤100,2
104857788730575,Oltco Ltd,Oltco Ltd,≤100,2
174188482788412,ELSG Ltd,ELSG Ltd,≤100,3
106047871132787,Oltco Ltd,Oltco Ltd,≤100,2
1503185916668051,Left Book Club,Left Book Club,≤100,2
114267173635820,Oltco Ltd,Oltco Ltd,≤100,4
130723600338585,Ethex,Ethex UK,≤100,4
273467342787874,Michelle Donelan MP,Michelle Donelan MP,≤100,1
102348653669247,Warm & Well,Severn Wye Energy Agency,≤100,1
98874932799,Crazy Jack Organic,These ads ran without a disclaimer,≤100,1
201951136994785,Trafford Conservatives,Nathan Morris F Evans,≤100,2
146998042522,Welsh Women's Aid,Welsh Womens Aid,≤100,2
100756152797363,Oltco Ltd,Oltco Ltd,≤100,2
304300223676306,Felicity Buchan MP,"Kensington, Chelsea and Fulham Conservatives",≤100,6
100854403381908,Pay Justice,Pay Justice,≤100,3
248420458503560,Palestinian Return Centre,THE PALESTINIAN RETURN CENTRE LTD,≤100,1
681337358647228,Greg Hands,"Kensington, Chelsea and Fulham Conservatives",≤100,5
187961674572467,Kirklees,Kirklees,≤100,1
140445935123,BCP Council,BCP Council,≤100,1
102007794962125,Oltco Ltd,Oltco Ltd,≤100,3
127021077344484,Suffolk Fire and Rescue Service,Suffolk Fire and Rescue Service,≤100,1
101501606073541,SJOG Homes For Ukraine,SAINT JOHN OF GOD HOSPITALLER SERVICES,≤100,2
108571731889600,Oltco Ltd,Oltco Ltd,≤100,2
103729021772400,Oltco Ltd,Oltco Ltd,≤100,2
585215901661894,Osborne,Access Performance Solutions,≤100,3
515539241943463,My Medway,Medway Liberal Democrats,≤100,1
929818230362144,Damien Moore MP,Southport Conservative Association,≤100,1
349529338419493,Energy and Utilities Jobs,Joanne Hill,≤100,1
187789674737214,Dundas Estates,These ads ran without a disclaimer,≤100,1
1837120569879342,UK-Cyprus Enterprise Council,UK Cyprus Enterprise Council,≤100,1
1392092044365417,London Borough of Waltham Forest,London Borough of Waltham Forest,≤100,2
102761222633421,The Wake Up Movement,The Wake Up Movement,≤100,2
104699814920020,"Cllr Rebecca Paul - Tadworth, Walton & Kingswood",Rebecca Sheila Paul,≤100,3
103098208547214,Oltco Ltd,Oltco Ltd,≤100,3
111746800963231,Oltco Ltd,Oltco Ltd,≤100,1
6406164817,Viva!,Viva! Vegan Charity,≤100,1
108384955117755,Oltco Ltd,Oltco Ltd,≤100,4
541848196343378,Sioned Williams AS/MS,Senedd Commission / Comisiwn y Senedd,≤100,1
108012178438704,Workers Can Win: A Guide to Organising at Work,Workers Can Win,≤100,1
111659155059527,Is This OK? - Greater Manchester Gender-Based Violence Campaign,Greater Manchester Combined Authority,≤100,1
164718350242578,Oxford City Council,Oxford City Council,≤100,5
121804111202790,Staffordshire County Council,Staffordshire County Council,≤100,2
327517440618344,Newark and Sherwood District Council,Newark and Sherwood District Council,≤100,1
739229599593741,Liverpool City Region Combined Authority,Liverpool City Region Combined Authority,≤100,1
126414320373,Chest Heart & Stroke Scotland,Chest Heart & Stroke Scotland,≤100,1
106785868360598,Oltco Ltd,Oltco Ltd,≤100,2
105725474748369,Adam4Suffolk,"East Suffolk Liberal Democrats, and Promoted by Liberal Democrats, 10-12 Great George Street, London, SW1P 3AE",≤100,2
616680599141607,"Cllr John Cope, Walton Conservatives",John Phillip Andrew Cope,≤100,2
660016494129478,Hertford and Stortford Liberal Democrats,Hertford & Stortford Liberal Democrats,≤100,2
106838537836466,Oltco Ltd,Oltco Ltd,≤100,2
110120358280926,kylemalove,These ads ran without a disclaimer,≤100,1
1683406031911751,Brighton & Hove Unison,Brighton & Hove Unison,≤100,1
367006363463686,Chris Webb,Chris Webb,≤100,2
110878644816898,Find Your Four,These ads ran without a disclaimer,≤100,1
82601825741,Wigan Council,Wigan Council,≤100,7
46852258376,Anti-Slavery International,Anti-Slavery International,≤100,2
102032546028528,Dean Richards - Admirals & Cawston,Rugby Conservative Association,≤100,1
101399991321605,Edmonton & Bush Hill Park Conservatives,Mr James Andrew Hockney,≤100,2
