Location name,Amount spent (CAD)
Alberta,5600
British Columbia,11689
Manitoba,1801
New Brunswick,1373
Newfoundland and Labrador,991
Northwest Territories,191
Nova Scotia,1602
Nunavut,129
Ontario,21532
Prince Edward Island,227
Quebec,8358
Saskatchewan,1909
Unknown,≤100
Yukon,128
