Location name,Amount spent (NZD)
Auckland Region,6739
Bay of Plenty Region,1175
Canterbury,2129
Cook Islands,≤100
Gisborne District,163
Hawke's Bay,745
Manawatu-Wanganui,1033
Marlborough Region,174
Nelson Province,256
Northland Region,615
Otago,718
Southland,371
Taranaki,435
Tasman District,128
Unknown,112
Waikato,1688
Wellington Region,1604
West Coast,≤100
