Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,3852855,66
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,880435,15
391099551688976,Manuel Correa,Manuel Correa,732616,10
101897976168381,Vamos a crecer,Vamos a crecer,606720,7
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,562234,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,497500,5
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,473118,3
104468561432859,Alexander Castro,Alexander Castro,430765,19
114317847146525,Alvaro Arias Velez,Alvaro Arias Velez,428701,9
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,416450,2
1147318942107929,Todos Somos Una,DEBRAIN LLC,390464,5
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,388285,6
251292808253299,Canadian College,Canadian College,370707,15
179668218725736,Lina García Gañan,Lina Garcia,320169,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,291705,54
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,249227,2
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,242220,186
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,238710,4
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,193832,9
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,192664,4
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,180498,3
112233823483908,Mallath Martinez,Mallath Martinez,177137,8
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,176017,2
108419655527805,Сolumbiaelite,These ads ran without a disclaimer,174359,1
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,158348,2
812165288875574,Jaime Pumarejo,Toro Digital 1972,152171,5
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,151853,9
107769865484716,Pulchritudinous up1,These ads ran without a disclaimer,135613,1
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,135540,4
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,125335,4
236115666578709,INDER Alcaldía de Medellín,INDER Alcaldía de Medellín,118979,2
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,118334,3
1622001728047397,Harman Alcalde,Harman Alcalde,110995,21
112646311755775,Otto Ali Suárez,Otto Ali Suarez Tafur,109971,1
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,106074,18
689470488084597,Joan Manuel,Andres Felipe Lopez Borja,98570,2
643513979193133,Justicia para Beatriz,Neuma,96024,9
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,93548,1
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,92902,2
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,89507,2
100745279605352,nuevasideas.co,Nelson Alexis  Ballesteros,82422,3
462660883763346,Ronald Mayorga,Ronald Mayorga,81475,8
112505265094567,Mario Gutiérrez,Mario Gutiérrez,81091,4
2179680032345809,Cesar Augusto Torres Ríos,Cesar Augusto Torres Ríos,78380,3
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,75023,1
131753023639902,Aldemar Alfaro,Aldemar Alfaro Rivero,71404,3
108494317591858,Alexis Idarraga,Alexis Idarraga,69467,61
214167541938411,Juan Pablo Gallo,Juan Pablo Gallo,69258,43
110678160534214,Magde Mogollón,Magde Mogollón,68863,2
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,65058,10
101883058962037,El Valle De Todos,Carlos Andres Lopez Dominguez,62580,3
2013525382284983,Wilson Florez,Wilson Antonio Florez Vanegas,61397,1
185965224778568,Diario Occidente,Nuevo Diario Occidente,59937,3
835710939898329,Paulina Aguinaga,Paulina Aguinaga,59636,3
102143071616787,Goberna Colombia,Goberna,59244,9
103848281985172,Mauricio Londoño,Mauricio Londoño,57071,3
104969865721375,Profes.movimientociudadano,John Bazurto,56799,6
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,55553,19
1383605158583178,Chicho Avanzando Ando,Oscar Emilio Antolinez Collazos,55235,2
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,52599,3
108598258831895,Oriente Vivo,Mateo Escobar Vera,48143,22
273140600265429,Ing. Ronald Ortiz,Agencia Estratégica,46542,9
859664117498334,Martha Alzate,Martha Alzate,45321,3
158644819154,EarthRights International,These ads ran without a disclaimer,43590,1
1589652347763879,Aquileo Medina A,Aquileo Medina Arteaga,43470,6
102847306082553,Tunja Merece Más,Edgar Hernando Paez Aparicio,43225,1
915743661945208,Alejandro Eder,Alejandro Eder,42934,13
113234113483957,Mauricio Muñoz,Eduer Mauricio Muñoz Noguera,42850,2
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,42224,3
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,42013,8
109468905424655,José Fernando Sánchez,Digital Tech Ideas S.A.S,40685,1
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,40143,6
