Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,1109,1
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,814,1
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,814,5
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),345,3
491553204198958,Revistazo.com,Revistazo.com,250,6
643513979193133,Unidos por Beatriz,Neuma,173,8
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
100250911876042,Live Long Nature Travel,These ads ran without a disclaimer,≤100,1
463423310436,FIIAPP,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
108770575358900,Like that 20,These ads ran without a disclaimer,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
525464397477321,Cambia TU VIDA YA,These ads ran without a disclaimer,≤100,1
