Location name,Amount spent (BRL)
Acre (state),294
Alagoas,975
Amapá,324
Amazonas,2564
Bahia,5307
Ceará,4862
Espírito Santo,1800
Federal District,2585
Goiás,3465
Maranhão,3886
Mato Grosso,2940
Mato Grosso do Sul,2794
Minas Gerais,14739
Paraná,13409
Paraíba,1735
Pará,2958
Pernambuco,3792
Piauí,1229
Rio Grande do Norte,1784
Rio Grande do Sul,16693
Rio de Janeiro (state),11167
Rondônia,683
Roraima,301
Santa Catarina,4345
Sergipe,1000
São Paulo (state),47303
Tocantins,713
Unknown,≤100
