Location name,Amount spent (NOK)
Akershus,9574
Aust-Agder,1916
Buskerud,4150
Finnmark,1096
Hedmark,3133
Hordaland,10718
Møre og Romsdal,4086
Nord-Trøndelag,1824
Nordland,3596
Oppland,2806
Oslo,9825
Rogaland,5680
Sogn og Fjordane,1364
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6204
Telemark,3247
Troms,2714
Unknown,≤100
Vest-Agder,2322
Vestfold,3470
Østfold,4917
