Location name,Amount spent (VEF)
Amazonas,45000
Anzoátegui,4429108
Apure,250000
Aragua,1250000
Barinas,3250000
Bolívar (state),1062502
Capital District,9172520
Carabobo,5500000
Cojedes,250000
Delta Amacuro,40000
Falcón,750000
Guárico,512501
Lara,4922511
Miranda (state),2500000
Monagas,3000000
Mérida,3750000
Nueva Esparta,500000
Portuguesa,750000
Sucre,500000
Trujillo,517501
Táchira,4242509
Vargas,500000
Yaracuy,750000
Zulia,8735019
