Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
460916044000978,Temasek,Temasek,434,1
219541704832846,National Reading Movement,National Reading Movement,274,2
168071043252655,Pro Enterprise Panel - PEP,"Pro-Enterprise Panel, Ministry of Trade & Industry",205,1
626687907492630,MOSG,Millennials of Singapore,186,1
101815586571229,Edwin Tong,Chingay Parade SG,151,12
108973843175,WWF-Singapore,WWF – World Wide Fund for Nature (Singapore),144,4
138131312885745,SAFRA,SAFRA,108,1
220333061356729,Public Hygiene Council,Public Hygiene Council,≤100,2
125279958350,GIVE.asia,These ads ran without a disclaimer,≤100,3
1485486608381824,Singapore Chinese Cultural Centre 新加坡华族文化中心,Singapore Chinese Cultural Centre,≤100,3
101963408923046,Real Estate Insight,Sim Hanwen,≤100,4
100812818207164,NUS Social Service Research Centre,Social Service Research Centre,≤100,1
93889432933,CNA,Mediacorp,≤100,1
403165229849291,Smart Nation Singapore,Smart Nation and Digital Government Office (SNDGO),≤100,1
136982159795537,Institute of Policy Studies - IPS,Institute of Policy Studies,≤100,1
425106448078044,"Ministry of Law, Singapore","Ministry of Law, Singapore",≤100,1
256953359544240,ExxonMobil Singapore,ExxonMobil,≤100,4
166565800052060,ConnexionSG,Nexus,≤100,1
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,2
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,2
115979795130394,Christians Care International,These ads ran without a disclaimer,≤100,1
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
105371502336242,乌克兰.ua,These ads ran without a disclaimer,≤100,2
448246645562544,China Spotlight,These ads ran without a disclaimer,≤100,1
1042408102454839,Esther Mejia,These ads ran without a disclaimer,≤100,1
101699848594781,Tale Of Two,These ads ran without a disclaimer,≤100,1
102326361257084,SunPower Global,These ads ran without a disclaimer,≤100,1
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,≤100,2
105070597957026,Atlantic Pacific Japan -APJ-,These ads ran without a disclaimer,≤100,1
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,1
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,≤100,1
111794987937776,Global Balcony,These ads ran without a disclaimer,≤100,2
103359502599992,DailyFox,These ads ran without a disclaimer,≤100,1
108129608011565,Singapore Nanjing Eco Hi-tech Island,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
276132242902006,Western Digital,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,1
