Location name,Amount spent (CAD)
Alberta,11352
British Columbia,10474
Manitoba,3282
New Brunswick,1490
Newfoundland and Labrador,571
Northwest Territories,≤100
Nova Scotia,1410
Nunavut,≤100
Ontario,24357
Prince Edward Island,223
Quebec,14107
Saskatchewan,1898
Unknown,≤100
Yukon,137
