Location name,Amount spent (BRL)
Acre (state),465
Alagoas,2411
Amapá,745
Amazonas,3517
Bahia,9548
Ceará,8009
Espírito Santo,3862
Federal District,3756
Goiás,5873
Maranhão,6282
Mato Grosso,5617
Mato Grosso do Sul,3571
Minas Gerais,25749
Paraná,8772
Paraíba,6089
Pará,6288
Pernambuco,8107
Piauí,2495
Rio Grande do Norte,2886
Rio Grande do Sul,8756
Rio de Janeiro (state),16214
Rondônia,1589
Roraima,820
Santa Catarina,7915
Sergipe,1940
São Paulo (state),48596
Tocantins,972
Unknown,≤100
