Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,964,6
110882925332549,,Yani Benjamin Rosenthal Hidalgo,800,3
104599735671754,Goberna Honduras,Goberna Honduras,218,7
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,178,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,2
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
430258463820053,International School of Ministry with Pastor Chris,These ads ran without a disclaimer,≤100,1
130136833750497,IELTS Official,These ads ran without a disclaimer,≤100,1
542698955909272,Golden Capital FX,These ads ran without a disclaimer,≤100,1
