Location name,Amount spent (TWD)
Changhua,6876
Chiayi,1550
Hsinchu,2788
Hsinchu City,5262
Hualien,2216
Kaohsiung,21100
Keelung City,3065
Kinmen,418
Lienchiang,≤100
Miaoli,3252
Nantou,4958
New Taipei City,32544
Penghu,1087
Pingtung,4345
Taichung,25251
Tainan,13412
Taipei,28268
Taitung,1528
Taoyuan City,19462
Unknown,2739
Yilan,2280
Yunlin,4076
