Location name,Amount spent (CLP)
Antofagasta Region,66128
Araucanía Region,102126
Arica y Parinacota Region,29421
Atacama Region,26129
Aysén Region,7489
Bío Bío Region,218439
Coquimbo Region,91469
Los Lagos Region,58647
Los Ríos Region,27058
Magallanes y la Antártica Chilena Region,13236
Maule Region,83689
O'Higgins Region,75059
Santiago Metropolitan Region,876921
Tarapacá Region,38339
Unknown,269
Valparaíso Region,137363
