Location name,Amount spent (NZD)
Auckland Region,5217
Bay of Plenty Region,893
Canterbury,1627
Gisborne District,120
Hawke's Bay,442
Manawatu-Wanganui,678
Marlborough Region,110
Nelson Province,165
Northland Region,498
Otago,639
Southland,234
Taranaki,311
Tasman District,101
Unknown,≤100
Waikato,1157
Wellington Region,1384
West Coast,≤100
