Location name,Amount spent (CHF)
Aargau,293
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,107
Basel-Landschaft,≤100
Bern,234
Canton of Geneva,2678
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,134
Fribourg,126
Graubünden,≤100
Jura,≤100
Luzern,4538
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,1497
Unknown,≤100
Uri,≤100
Valais,173
Vaud,446
Zug,≤100
Zürich,452
