Location name,Amount spent (VND)
An Giang Province,43250
Bà Rịa–Vũng Tàu Province,128403
Bình Dương Province,310778
Bình Phước Province,109405
Bình Thuận Province,70281
Bình Định Province,102127
Bạc Liêu Province,31302
Bắc Giang Province,446030
Bắc Kạn Province,41188
Bắc Ninh Province,210577
Bến Tre Province,43764
Cao Bằng Province,58935
Cà Mau Province,70585
Cần Thơ,55966
Da Nang,101163
Gia Lai Province,108519
Haiphong,340666
Ho Chi Minh City,2249456
Hà Giang Province,69990
Hà Nam Province,86189
Hà Tĩnh Province,205763
Hòa Bình Province,131675
Hưng Yên Province,195720
Hải Dương Province,302030
Hậu Giang Province,12562
Khánh Hòa Province,90844
Kiên Giang Province,80978
Kon Tum Province,43352
Lai Châu Province,31776
Long An Province,69211
Lào Cai Province,33962
Lâm Đồng Province,96180
Lạng Sơn Province,100539
Nam Định Province,161436
Nghệ An Province,502140
Ninh Bình Province,124227
Ninh Thuận Province,33969
Phú Thọ Province,253811
Phú Yên Province,36062
Quảng Bình Province,100587
Quảng Nam Province,116545
Quảng Ngãi Province,163740
Quảng Ninh Province,222098
Quảng Trị Province,72173
Sóc Trăng Province,41321
Sơn La Province,130779
Thanh Hóa Province,419500
Thái Bình Province,203796
Thái Nguyên Province,181469
Thừa Thiên–Huế Province,64931
Tiền Giang Province,71956
Trà Vinh Province,43043
Tuyên Quang Province,191259
Tây Ninh Province,53367
Unknown,920
Vĩnh Long Province,35066
Vĩnh Phúc Province,185259
Yên Bái Province,154347
Điện Biên Province,63546
Đắk Lắk Province,186887
Đắk Nông Province,49899
Đồng Nai Province,320899
Đồng Tháp Province,41525
