Location name,Amount spent (VEF)
Amazonas,139
Anzoátegui,140285
Apure,9001
Aragua,490079
Barinas,20319
Bolívar (state),30678
Capital District,2501721
Carabobo,5590105
Cojedes,39036
Delta Amacuro,1950
Falcón,26151
Guárico,18160
Lara,170647
Miranda (state),924239
Monagas,38542
Mérida,142469
Nueva Esparta,13809
Portuguesa,25459
Sucre,38590
Trujillo,20284
Táchira,61428
Vargas,224334
Yaracuy,80690
Zulia,688491
