Location name,Amount spent (VEF)
Amazonas,150000
Anzoátegui,2997509
Apure,810002
Aragua,6747519
Barinas,1500000
Bolívar (state),3440010
Capital District,9500000
Carabobo,13510039
Cojedes,725002
Delta Amacuro,250000
Falcón,1750000
Guárico,1500000
Lara,3750000
Miranda (state),3047509
Monagas,1500000
Mérida,1885005
Nueva Esparta,1000000
Portuguesa,1750000
Sucre,1202503
Trujillo,1285004
Táchira,35000000
Unknown,≤100
Vargas,920003
Yaracuy,1565004
Zulia,20755059
