Location name,Amount spent (UYU)
Artigas Department,172
Canelones Department,452
Cerro Largo Department,181
Colonia Department,222
Durazno Department,109
Flores Department,≤100
Florida Department,≤100
Lavalleja Department,≤100
Maldonado Department,211
Montevideo Department,5243
Paysandú Department,165
Rivera Department,790
Rocha Department,115
Río Negro Department,≤100
Salto Department,314
San José Department,≤100
Soriano Department,148
Tacuarembó Department,168
Treinta y Tres Department,103
