Location name,Amount spent (CHF)
Aargau,175
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,106
Basel-Landschaft,≤100
Bern,234
Canton of Geneva,1364
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,154
Fribourg,117
Graubünden,≤100
Jura,≤100
Luzern,101
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,146
Vaud,379
Zug,≤100
Zürich,409
