Location name,Amount spent (USD)
Alabama,10528
Alaska,2225
Arizona,26360
Arkansas,6424
California,93886
Colorado,15182
Connecticut,9670
Delaware,2418
Florida,55723
Georgia,22711
Guam,≤100
Hawaii,4180
Idaho,4761
Illinois,30017
Indiana,20180
Iowa,11853
Kansas,7808
Kentucky,10467
Louisiana,13371
Maine,8640
Maryland,23968
Massachusetts,20692
Michigan,30787
Minnesota,13087
Mississippi,9215
Missouri,15867
Montana,3665
Nebraska,4204
Nevada,6200
New Hampshire,4588
New Jersey,26083
New Mexico,5923
New York,51774
North Carolina,28288
North Dakota,1995
Northern Mariana Islands,≤100
Ohio,27543
Oklahoma,10021
Oregon,18269
Pennsylvania,36823
Puerto Rico,≤100
Rhode Island,3292
South Carolina,10309
South Dakota,1799
Tennessee,15900
Texas,77439
Unknown,≤100
Utah,8597
Vermont,2265
Virgin Islands (U.S.),≤100
Virginia,27970
Washington,27907
"Washington, District of Columbia",15216
West Virginia,5386
Wisconsin,17556
Wyoming,1353
