Location name,Amount spent (EUR)
Alytus County,≤100
Kaunas County,387
Klaipėda County,261
Marijampolė County,≤100
Panevėžys County,129
Tauragė County,≤100
Telšiai County,≤100
Unknown,≤100
Utena County,≤100
Vilnius County,842
Šiauliai County,135
