Location name,Amount spent (MYR)
Johor,775
Kedah,419
Kelantan,256
Kuala Lumpur,748
Labuan,≤100
Malacca,632
Negeri Sembilan,196
Pahang,260
Penang,308
Perak,429
Perlis,≤100
Putrajaya,≤100
Sabah,505
Sarawak,653
Selangor,1226
Terengganu,284
Unknown,≤100
