Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,2987889,94
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,402022,27
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,187809,52
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,151886,127
231635610267892,Policía de la Ciudad,Gobierno de la Ciudad de Buenos Aires,151753,15
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,128819,11
174970176018,Horacio Rodríguez Larreta,PRO Ciudad de Buenos Aires,100422,17
105933872199149,Mística,Mística,72040,4
442074085928723,Raúl Jalil,Raúl Jalil,62464,4
103088924366000,Noticias d,Noticias d,50271,145
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,49006,37
363825283650115,Vicente López,Vicente López,46067,12
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,40681,1
107133328949122,100KM x El Futuro,100KM x El Futuro,38678,5
680986725302906,Roberto Mirabella,Hacemos Santa Fe,31585,9
622853724492420,Federico Otermín,Frente de Todos Lomas,29624,1
154150058623611,Izquierda Web Noticias,Izquierda Web,29025,7
141472172555994,Sole Martinez,Vicente López,27514,5
113138195384719,Nestor Grindetti,Nestor Grindetti,26398,12
1728738977359845,CPC San Vicente MuniCba,municipalidad de córdoba,25619,4
103729412624985,Nueva Pampa,Nueva Pampa,23507,26
101321286190410,Avancemos Salta,Avancemos Salta,22836,34
327490147360219,Martín Berhongaray,Martín Berhongaray,22192,75
104646448661838,La Pampa Ahora,La Pampa Ahora,21757,17
113122186717848,Emiliano Estrada,Emiliano Estrada,21141,5
102452799242114,Diario Metropolis,Diario metropolis,20839,1
391699984932525,Pablo Cervi,Centro de Inversiones y Desarrollos Patagónicos,20434,11
112200072188893,Eduardo Cáceres,Eduardo Cáceres,19495,3
108146311912164,Laburen Ladris,www.laburenladris.com,19485,5
227513130941976,Ignacio Torres,Pro Chubut,19339,10
101996084777901,Mariela Belski,Mariela Belski,19337,17
104195999244021,Primero La Pampa,Primero La Pampa,17879,32
155326881225340,Cristian Ritondo,Hablen de a uno,16615,4
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,14412,31
102305658071845,Uthgra Córdoba,Julian Rousselot,13981,7
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,13697,4
352615254878672,Fabián Soria,Walter Fabián Soria,13346,2
546669442064267,Martiniano Molina,Martiniano Molina,13196,1
896073793900056,Lalo Creus,Diego Gianutti,13183,2
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,13125,7
102436695787908,Chubut por el Cambio,Juntos por Chubut,13084,16
1662250880709156,Lanús Municipio,Lanús Municipio,12894,2
947520791967929,Claudio Poggi,Claudio Javier Poggi,12768,2
587918571392007,Lucas Figueras,Fundación Pensar Chaco Desarrollo,12462,6
108999798363368,Primicias Neuquinas,Primicias Neuquinas,12412,5
162975431069266,Lucas Aparicio,Lucas Aparicio,12351,3
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,12123,13
100817752847549,Noticias Neuquén,Noticias Neuquen,12117,2
104365527708467,Pilar Municipalidad,Pilar Municipalidad,11796,2
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,11706,6
108005414995696,Ambito Catamarca,Ambito Catamarca,11508,6
109287948479430,Diario 9️⃣,diario 9,11383,51
104455719146837,El Meridiano,El Meridiano Noticias,10856,6
111064391804839,Argentina Productiva,Argentina Productiva,10457,6
1466847683532406,Sebastián Neuspiller,Sebastián Neuspiller,10401,1
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,10000,2
1383234345334458,Ramiro Marra,Ramiro Marra,9838,4
