Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,5031,13
486382251906084,Honduras El Pais,Diario El  Pais.hn,417,11
114601521910,Jorge Aldana,Jorge  Aldana,309,1
104599735671754,Goberna Honduras,Goberna Honduras,247,9
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,181,1
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,173,1
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,148,1
454868334556847,Huawei Latinoamérica,These ads ran without a disclaimer,130,1
103031135787229,Sensus,Sensus,≤100,3
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,2
2101400553434707,Admisión-Escuela De Posgrado De La Unalm,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,1
212864082137,Mike Manning,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
