Location name,Amount spent (CHF)
Aargau,291
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,218
Basel-Landschaft,107
Bern,379
Canton of Geneva,415
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,198
Fribourg,158
Graubünden,≤100
Jura,≤100
Luzern,859
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,247
Ticino,238
Unknown,≤100
Uri,≤100
Valais,217
Vaud,407
Zug,≤100
Zürich,696
