Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
114229523780037,أحمد إبراهيم البنا - Ahmed Ibrahim Elbanna,Ahmed El Banna,5389,4
798673866859390,ETC TV,ETC TV,2469,42
100857675472522,ScreeN+,Mahmoud Elfeky,859,2
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,782,3
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,517,2
550280998481446,Rasha Kelej,Rasha Kelej,501,4
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,350,4
2035593490055091,النائب عمرو القطامي,سيد أحمد,324,5
110877857406073,المهندس حسام لبن,المهندس حسام لبن,310,5
421321781657004,New home,These ads ran without a disclaimer,265,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,259,5
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,253,2
111086937788265,موقع تحيا مصر - Tahiamasr News,Mariam Ahmed Hamouda,229,3
308088503057656,النائب محمود عصام,النائب محمود عصام,207,6
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,207,6
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,200,5
282759032673313,مهندس محمد سعد الصمودي,محمد سعد الصمودي,200,1
1086585398161061,Mohamed M. Abou El Enein,These ads ran without a disclaimer,196,1
112726171462660,Rock Gold,These ads ran without a disclaimer,196,1
101531545886809,معاً لانقاذ المهندس المصرى خالد سعد زغلول,Mona Mostafa,179,1
103591834853142,Hamoda Mohamed Hamoda - حموده محمد حموده,Mahmoud Raafat Idris,170,2
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,155,1
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,152,4
106139884888689,أحمد جمعه - فض مجالس,أحمد جمعه - فض مجالس,146,1
111393504057042,د/ مها عبد الناصر,د/ مها عبد الناصر,108,1
692939830826213,Mohamed Badran  محمد بدران,Mohamed Badran  محمد بدران,107,1
105501525214110,NFL Africa,These ads ran without a disclaimer,≤100,1
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,≤100,3
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,≤100,1
249311655141261,Hala Abou Elsaad - هالة ابو السعد,Mariam Ahmed Hamouda,≤100,2
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,≤100,4
724546347642441,محمد إسماعيل - Mohamed Ismail,Islah Nahda,≤100,2
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,محمود عبدالعال محمد,≤100,1
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,2
211767829359945,مصر النهاردة,These ads ran without a disclaimer,≤100,1
