Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
106613969124,Norsk Folkehjelp,Norsk Folkehjelp,7703,3
371106536283235,DAG OG TID,Dag og Tid AS,6390,9
135843375926,UNICEF Norge,UNICEF Norge,4745,6
20468812735,LO,LO,4078,17
305434298719,Norges Bondelag,Norges Bondelag,4042,2
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,2462,5
132368899297,Framtiden i våre hender,Framtiden i våre hender,2085,27
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,1981,8
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,1925,8
2398568533531114,Velferdsmiks,NHO Geneo,1439,34
10953652930,Høyre,Høyre,1261,24
728518604216173,HELT MED,Stiftelsen HELT MED,1228,1
117726821605303,PBL,Aurora Dyrnes,1117,1
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1098,19
200480966638039,Supremacy 1914,These ads ran without a disclaimer,916,3
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,771,5
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,713,7
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,694,6
171408368520,Norad,Norad,665,1
141589002521022,Oslo Høyre,Oslo Høyre,653,8
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,635,4
101815422763212,Emil Raaen - Ordførerkandidat Ap,Trøndelag Arbeiderparti,603,2
106319824500904,The Vow Pod,Oase Media AS,587,6
102203325950193,Ingvild Lemme Kristiansen,Stendi,582,12
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,552,1
11526489541,Senterpartiet,Senterpartiet,543,1
265985003292,Spire,These ads ran without a disclaimer,496,1
87445018334,Nobel Peace Center,Nobel Peace Center,483,3
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,446,2
116972608335219,Naturvernforbundet,Naturvernforbundet,415,1
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,342,1
83499305740,Tekna – Teknisk-naturvitenskapelig forening,Tekna,321,2
63069821771,Naturviterne,Naturviterne - Fagforening med hjerte for bærekraft,317,1
102467489421629,Thilde Marie Børsum - Ordførerkandidat for Bærum Arbeiderparti,Bærum Arbeiderparti,294,2
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,284,4
