Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,20476,2
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,8021,1
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,8009,48
573559522797177,Flokkur fólksins,Flokkur Fólksins,7454,4
1016761808389143,Lilja Dögg Alfreðsdóttir,These ads ran without a disclaimer,3810,1
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,2719,5
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,2552,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,2493,2
152804904889,Samfylkingin,Samfylkingin,1682,2
154893001218870,ADHD samtökin,ADHD samtökin,1365,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1042,2
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,274,1
128343913499751,Haши в Европе,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
1520679808236240,Reid Bikes,These ads ran without a disclaimer,≤100,1
116765898032020,EcoVibes,These ads ran without a disclaimer,≤100,1
110501320799684,alysha_n_malhotra,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
