Location name,Amount spent (ZAR)
Eastern Cape,2736
Free State,1758
Gauteng,12946
KwaZulu-Natal,4417
Limpopo,2735
Mpumalanga,2544
North West,1541
Northern Cape,468
Unknown,≤100
Western Cape,7721
