Location name,Amount spent (TWD)
Changhua,13322
Chiayi,2740
Hsinchu,5477
Hsinchu City,8812
Hualien,4599
Kaohsiung,46566
Keelung City,4897
Kinmen,792
Lienchiang,≤100
Miaoli,5945
Nantou,6147
New Taipei City,62614
Penghu,1206
Pingtung,11716
Taichung,47650
Tainan,31645
Taipei,49785
Taitung,3515
Taoyuan City,39768
Unknown,7179
Yilan,3876
Yunlin,7180
