Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,3044
Bicol Region,10916
Cagayan Valley,7044
Calabarzon,23301
Caraga,3078
Central Luzon,17124
Central Visayas,10446
Cordillera Administrative Region,3519
Davao Region,8456
Eastern Visayas,6183
Ilocos Region,8851
Metro Manila,37082
Mimaropa,3761
Northern Mindanao,6597
Soccsksargen,6378
Unknown,≤100
Western Visayas,14835
Zamboanga Peninsula,3859
