Location name,Amount spent (TWD)
Changhua,5784
Chiayi,1623
Hsinchu,2930
Hsinchu City,4946
Hualien,2201
Kaohsiung,20784
Keelung City,2635
Kinmen,316
Lienchiang,≤100
Miaoli,2929
Nantou,3010
New Taipei City,32446
Penghu,465
Pingtung,4062
Taichung,22962
Tainan,14812
Taipei,23376
Taitung,1400
Taoyuan City,22113
Unknown,2664
Yilan,2713
Yunlin,3978
