Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
740116816003959,Western Cape Government,Western Cape Government,1976,41
342643596115773,Safely Home by Western Cape Government,Safely Home by Western Cape Government,1793,1
6011868110,Democratic Alliance,Democratic Alliance,1454,3
195909420099,Solidariteit,Solidariteit,1310,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,921,2
1742410059361710,AwakeMzansi,Awake Mzansi,584,2
144985128871748,City of Cape Town,City of Cape Town,581,2
116657351312927,Pledge To Vote SA,Pledge to Vote,485,43
629021617133721,Judges Matter,Judges Matter,316,4
296609266622,Regenesys Business School,These ads ran without a disclaimer,300,1
2145594122138312,Action Society,Action Society,292,17
119736861394881,Financial Mail,BusinessLIVE,262,18
106172744063430,The Daily Friend,The Daily Friend,253,20
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,204,2
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,185,18
113978755978036,DA Atlantic Seaboard Ward 54,Nicola Jowell,157,1
696300980415401,DA Ndlambe,Democratic Alliance,130,2
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,125,1
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,122,2
101460842681784,TRT Afrika,These ads ran without a disclaimer,111,1
182843381896565,Democratic Alliance Northern Cape,Democratic Alliance,102,1
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100,2
178713262328364,DA KZN,Democratic Alliance,≤100,2
136956534616,Times LIVE,TimesLIVE,≤100,3
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100,2
200901800033158,DA Makana,Democratic Alliance,≤100,1
181204251979581,NEASA,National Employers' Association of South Africa,≤100,1
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100,5
103106768897128,Councillor Sakhile Mngadi,Sakhile Mngadi,≤100,3
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,12
283425012244083,Jac de Villiers,These ads ran without a disclaimer,≤100,1
101051196020136,Democratic Alliance Durbanville / Blaauwberg 2 Constituency,Democratic Alliance Durbanville / Blaauwberg 2 Constituency,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,9
111686968251066,Innocent Elizabeth,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,5
101922875434564,Road to Vintage - Music,These ads ran without a disclaimer,≤100,2
377851252635830,Francophonia,These ads ran without a disclaimer,≤100,1
102712641857828,Our Funny Little Site Studio,These ads ran without a disclaimer,≤100,1
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,6
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,6
489179047956298,Allwork.Space,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,2
113445351642100,sealilqueen,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,5
106212288785616,eprglobal,These ads ran without a disclaimer,≤100,1
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100,1
103329418960692,Energies MDPI,These ads ran without a disclaimer,≤100,2
10606591490,TIME,These ads ran without a disclaimer,≤100,1
102830746104447,AIOM,These ads ran without a disclaimer,≤100,1
103083211820527,Our Funny Little Site Family,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
101459741907326,Jerusalem Online - Culture,These ads ran without a disclaimer,≤100,4
110360188413456,Up to celebz,These ads ran without a disclaimer,≤100,1
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100,1
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,6
