Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,3693
Bicol Region,12228
Cagayan Valley,8603
Calabarzon,42068
Caraga,5977
Central Luzon,31242
Central Visayas,18533
Cordillera Administrative Region,4911
Davao Region,13537
Eastern Visayas,9591
Ilocos Region,13631
Metro Manila,45725
Mimaropa,6621
Northern Mindanao,18136
Soccsksargen,11740
Unknown,≤100
Western Visayas,23353
Zamboanga Peninsula,7819
