Location name,Amount spent (CZK)
Central Bohemian Region,14914
Hradec Králové Region,6679
Karlovy Vary Region,3613
Liberec Region,5073
Moravian-Silesian Region,12433
Olomouc Region,7480
Pardubice Region,5705
Plzeň Region,7748
Prague,31456
South Bohemian Region,6972
South Moravian Region,16750
Unknown,≤100
Vysočina Region,4909
Zlín Region,6269
Ústí nad Labem Region,9582
