Location name,Amount spent (CAD)
Alberta,4931
British Columbia,5887
Manitoba,1883
New Brunswick,855
Newfoundland and Labrador,266
Northwest Territories,≤100
Nova Scotia,922
Nunavut,164
Ontario,10997
Prince Edward Island,≤100
Quebec,5923
Saskatchewan,1048
Unknown,≤100
Yukon,≤100
