Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,536723,1
543788999005363,ORIGO,Mediaworks Hungary Zrt.,211094,9
109637397268775,Nyugati Pályán,Splendidea Communications Kft,170072,3
248172631940,Mandiner,Mediaworks Hungary Zrt.,114272,12
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,97187,8
592204747588011,Momentum Mozgalom,Momentum Mozgalom,95322,3
1534911313439123,Ripost,Ripost,95171,10
294815374340858,Donáth Anna,Momentum Mozgalom,94834,6
1880809845328535,Dobrev Klára,Demokratikus Koalíció,92273,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,91487,8
149061108240,Kocsis Máté,Fidesz frakció,90054,7
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,89596,10
191461774219575,hirado.hu,hirado.hu,87761,24
178362315106,European Parliament,European Parliament,66238,12
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,51373,3
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,51030,16
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,49699,2
594088897289853,Alapjogokért Központ,Alapjogokért Központ,44068,18
108995848702971,Frankó,Mondjuk a frankót,30977,2
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,29354,1
131283758531,HVG,HVG Kiadó ZRt.,26659,14
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,25372,10
108346693873484,Győrffy Balázs,Balazs Gyorffy,22762,3
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,22599,4
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,21900,51
76748198685,Budapest Pride,Budapest Pride,21667,9
2552532618151148,Újpesti Hírek,Újpesti Hírek,20196,3
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,20014,13
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,19341,5
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,18003,6
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,17576,3
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,16705,2
1239893846155692,Tompos Márton,Momentum Mozgalom,15800,2
408924035951553,Körforrás,Körforrás,15539,28
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,14838,3
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,14525,7
221761091331222,Danube Institute,Danube Institute,14271,12
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,13926,1
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,13786,7
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,13578,7
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,13478,3
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,12150,7
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11890,1
431912934327201,Lőcsei Lajos,Momentum Mozgalom,11794,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,11451,3
108248022589754,Bosch Magyarország,Bosch Magyarország,10425,7
447204268797621,RTL.hu,RTL.HU,10316,6
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,10271,2
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,10221,2
152408681635243,Hírklikk.hu,Hírklikk.hu,10187,1
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,10107,63
851784814892644,Simicskó István,KDNP frakció,9953,2
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,9568,5
1237616006358749,Kékes Online,Kékes Online,9308,9
107898832590939,European Commission,European Commission,9264,3
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,9149,4
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,8807,4
193640214178356,Gyopáros Alpár,Gyopáros Alpár,8792,2
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,8625,6
713504822019923,Fidesz Székesfehérvár,Fidesz,7794,4
451844608304228,Metropol,Metropol,7587,4
537817739693723,Brain Bar,Brain Bar,7315,8
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,7067,1
109161280439972,Momentum IV. kerület,Momentum Mozgalom,6951,1
135889536506991,Design Terminal,Design Terminal Nonprofit Kft.,6945,4
1953380668110489,Paróczai Anikó,Momentum Mozgalom,6878,2
102528011823081,Száraz Zoltán • Momentum,Momentum Mozgalom,6834,2
142116653162328,Márki-Zay Péter,Márki-Zay Péter,6654,19
777343075710072,Migrációkutató Intézet,Migrációkutató Intézet,6393,4
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,6373,6
102426795954406,Nobilis Márton,Nobilis Márton,6357,5
211156277497,WWF Hungary,WWF Hungary,6346,8
132233380778392,Dr. Kállai Mária,dr. Kállai Mária,6185,2
1869511526651884,Zsigmond Barna Pál,Fidesz,6163,6
1215492498464496,Angyal Károly,Angyal Károly Tibor,6105,3
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,6099,1
100401808007704,EzaLényeg.hu,EzaLényeg.hu,5903,16
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,5890,12
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,5754,2
2123879007657024,Momentum Eger,Momentum Mozgalom,5709,5
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,5607,4
735877726607185,Momentum Zugló,Momentum Mozgalom,5577,2
170187966339475,Life.hu,Mediaworks Hungary Zrt.,5474,2
125953004085398,Kemma.hu,Kemma.hu,5472,1
461099763986577,Szabó Szabolcs,Szabó Szabolcs,5429,1
112677144392091,Dr. Pajtók Gábor,FIDESZ,5324,3
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,5285,1
415653125518050,Hajnal Miklós,Momentum Mozgalom,5258,1
105666454157523,Szikra Mozgalom,Szikra Mozgalom,5051,1
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,4999,2
506244332746545,TEOL.hu,TEOL.hu,4982,1
187280168720178,NE HAGYD,International Organization for Migration (IOM) Hungary,4965,16
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4923,1
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,4918,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,4740,1
326763130286,Borsod Online,Mediaworks Hungary Zrt.,4729,1
228919710581213,Kislábnyom - Small Footprint,GreenDependent Intézet Kft.,4724,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,4690,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,4678,1
733923476636885,Szatmáry Kristóf,Kristóf Szatmáry,4675,4
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,4664,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,4641,1
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,4627,1
109400335280737,Dóka Milán,Milán Dóka,4576,1
147633001941737,kisalfold.hu,kisalfold.hu,4574,1
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,4554,1
101508528866981,Fehérvár a Miénk,Fehérvár a miénk,4542,2
129255963785124,Heol.hu,Heol.hu,4499,1
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,4448,1
130297234352698,Környei Balázs András,Momentum Mozgalom,4439,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,4383,1
694941900537141,Ágh Péter,Fidesz,4357,5
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,4328,1
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,4315,3
1408906262689093,Nyitrai Zsolt,Fidesz,4311,2
1788976674749685,Törő Gábor,Törő Gábor,4282,5
296310837699,vaol.hu,Mediaworks Hungary Zrt.,4194,1
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,4187,7
173168879551515,Szarvas Koppány Bendegúz,Momentum Mozgalom,4183,1
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,4139,2
1627127484170228,NHC24,Mediaworks Hungary Zrt.,4110,1
1457082034580758,W-Protect - Munkaruha és védőfelszerelés,These ads ran without a disclaimer,4043,1
107550610784041,Momentum Budafok-Tétény,Havasi Gábor,4038,1
103478164920832,Rubicon Intézet,Rubicon Intézet,4014,11
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,3976,1
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,3869,2
102877499117068,Pálfalvi Milán Nézőpontja,Nézőpont,3850,1
613386915353854,Pest Vármegyei Kormányhivatal,Miniszterelnökség,3811,2
2157309410973606,Borsod-Abaúj-Zemplén Vármegyei Kormányhivatal,Miniszterelnökség,3805,2
320701218553533,Alternatíva Párt,Alternatíva párt,3798,2
85568463466,Mérce,Mérce,3793,10
998942343645630,Győr-Moson-Sopron Vármegyei Kormányhivatal,Miniszterelnökség,3792,2
102474542009609,Megafilm,MEGA FILM Kft.,3787,1
434504927308376,Szabolcs-Szatmár-Bereg Vármegyei Kormányhivatal,Miniszterelnökség,3782,2
416013835184013,Somogy Vármegyei Kormányhivatal,Miniszterelnökség,3780,2
463251933733036,Csongrád-Csanád Vármegyei Kormányhivatal,Miniszterelnökség,3778,2
2319973661602539,Fejér Vármegyei Kormányhivatal,Miniszterelnökség,3776,2
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,3770,3
113375923695023,Fidesz Budapest,Fidesz Budapest,3768,6
1429644723963832,Tolna Vármegyei Kormányhivatal,Miniszterelnökség,3760,2
662957714132384,Baranya Vármegyei Kormányhivatal,Miniszterelnökség,3755,2
280352548659958,Bács-Kiskun Vármegyei Kormányhivatal,Miniszterelnökség,3747,2
2214391078645398,Jász-Nagykun-Szolnok Vármegyei Kormányhivatal,Miniszterelnökség,3746,2
930524713813621,Veszprém Vármegyei Kormányhivatal,Miniszterelnökség,3735,2
2244329389155255,Vas Vármegyei Kormányhivatal,Miniszterelnökség,3728,2
2155947464718423,Heves Vármegyei Kormányhivatal,Miniszterelnökség,3719,2
760926210681362,Békés Vármegyei Kormányhivatal,Miniszterelnökség,3701,2
1895540780551498,Komárom-Esztergom Vármegyei Kormányhivatal,Miniszterelnökség,3684,2
453802905161311,Nógrád Vármegyei Kormányhivatal,Miniszterelnökség,3683,2
177477379482620,MKKP BP XII. kerület,Magyar Kétfarkú Kutya Párt,3680,5
113183730045421,Momentum Klímakörök,Momentum Mozgalom,3676,1
265335314409901,Zala Vármegyei Kormányhivatal,Miniszterelnökség,3654,2
151178353748907,Figi és Lipike,These ads ran without a disclaimer,3643,1
108395900927334,Kovács István,Kovács István Megafon,3533,1
329444931109132,Őrsi Gergely,Őrsi Gergely Ferenc,3491,2
126893087354793,Európai Parlament,Európai Parlament,3484,2
607449159668998,61-es út,61-es út mentén egyesület,3457,1
256032748317057,Színes Erzsébetváros,Színes Erzsébetváros,3448,1
104330098359856,Pleva Dániel,Momentum Mozgalom,3410,1
264210363649459,Élő Norbert,Élő Norbert,3284,2
162344823835042,atlatszo.hu,atlatszo.hu,3203,2
428523481273521,Momentum - II. kerület,Momentum Mozgalom,3203,1
749451798500162,Portfolio Rendezvények,These ads ran without a disclaimer,3194,1
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",3145,1
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,3117,1
560157524019416,Szilvágyi László,LMP - Magyarország Zöld Pártja,3077,1
2108607469235146,Momentum Hegyvidék,Momentum Mozgalom,3076,1
1059773170712510,Őri László,Dr. Őri László Szabolcs,2960,3
150836998898897,aHang,aHang,2863,2
102203505677256,Fenntartható Városok,Fenntartható Közösségek Központja,2826,5
103670522489720,A baloldal valódi arca,A baloldal valódi arca,2823,2
103765678287859,Civil Bázis,Civil Bázis Egyesület,2815,1
519279158277826,Szülői Hang,Szülői Hang,2791,5
1652741928333536,KPSVR,KPSVR Media,2727,1
113036634946819,Novák István - Momentum,Momentum Mozgalom,2694,1
113043410066839,Momentum Zala,Momentum Mozgalom,2580,2
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,2523,2
206829842043,Rétvári Bence,Rétvári Bence,2505,3
614294538753164,Dunántúli Regionális Vízmű Zrt. hivatalos oldala,Dunántúli Regionális Vízmű Zrt.,2490,3
103876772542159,Momentum Dél-Vas megye,Momentum Mozgalom,2471,1
1357776460950406,Reaktor,Reaktor Alapítvány,2401,3
103591687668484,Zag Gábor,Demokratikus Koalíció,2380,2
105774734948091,Hungarian Conservative,Hungarian Conservative,2333,4
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,2325,4
107021478565752,Össze-Hordó,Fehérvár Hangja,2320,1
101866761388852,Szalay Kornél Géza,Szalay Kornél Géza,2304,2
198969456922874,MKKP Nyíregyháza,Magyar Kétfarkú Kutya Párt,2298,2
1666602623606620,Napelem rendszer - napelemrendszer.info,These ads ran without a disclaimer,2275,1
581800425838191,Scruton,Scruton,2265,2
209438606076,Emberség Erejével,Emberség Erejével Alapítvány,2220,1
103520614495214,Ollero Marco képviselő,Momentum Mozgalom,2200,1
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,2090,1
473556426002468,Fogászat Relaxációban,Relax dental center,2068,1
1786913124951020,Mráz Ágoston Nézőpontja,Nézőpont Intézet,2037,3
306573713278850,Momentum Erzsébetváros,Momentum Mozgalom,2032,1
510078013063912,Rózsa László Péter,Rózsa László Péter,2029,3
1913881568627072,MKKP Zugló,Magyar Kétfarkú Kutya Párt,1969,1
197203437879379,Szaniszló Sándor,Szaniszló Sándor,1948,2
618962048554434,Havasi Gábor,Momentum Mozgalom,1936,1
111571011862964,Bajusz Gábor - Miskolc,Bajusz Gábor,1876,2
1947426878644256,Momentum Újbuda,Momentum Mozgalom,1859,1
229919737190021,Horváth István,Horváth István,1848,2
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,1831,2
106072821290123,"Rigó Balázs, alpolgármester - Tatáért",Rigó Balázs,1789,3
106745191902831,Bács-Kiskun 5 - DK,Nagy Szabolcs,1730,2
114453400300298,Kecskés Balázs,Demokratikus Koalíció VI. kerület,1678,1
411784602242320,Roma Tagozat Civil Szervezet,Balogh Artúr,1669,4
101836344507475,Sátly Balázs,Momentum Mozgalom,1651,1
215551471947529,Sajómente,Sajómente,1650,2
163316173773843,Antall József Baráti Társaság,Antall József Emlékbizottság és Baráti Társaság,1640,2
125526380986153,MKKP Budapest,Magyar Kétfarkú Kutya Párt,1638,2
101836344507475,Sátly Balázs,Sátly Balázs,1628,1
525693340778310,Kultúra.hu,These ads ran without a disclaimer,1605,1
102388685126719,MKKP Csomád Csömör Dunakeszi Erdőkertes Fót Göd Veresegyház,Magyar Kétfarkú Kutya Párt,1566,2
1578544965522747,Dr. Györei Péter ügyvéd,Dr. Györei Péter,1548,1
2021019054887069,Szeretlek Zala,Genesis Médiacsoport Kft.,1546,2
190351228197909,Supka-Kovácsné Holzhofer Tünde - Momentum,Supka-Kovácsné Holzhofer Tünde Gabriella,1533,2
