Location name,Amount spent (CHF)
Aargau,120
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,214
Canton of Geneva,1296
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,361
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,206
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,104
Unknown,≤100
Uri,≤100
Valais,106
Vaud,277
Zug,≤100
Zürich,464
