Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,20809,2
737169626371453,Heimildin,Stundin,8957,3
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,4093,47
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,3979,2
405625165041,Reykjavíkurborg,Reykjavíkurborg,3017,3
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,2998,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2683,4
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,2474,3
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,1707,2
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,1593,2
154893001218870,ADHD samtökin,ADHD samtökin,1464,5
152804904889,Samfylkingin,Samfylkingin,1267,2
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,1252,2
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,952,1
226420604114883,Akureyrarbær,Akureyrarbær,691,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,503,1
143109705880676,Framsókn í Mosfellsbæ,Framsóknarfélag Mosfellsbæjar,499,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,287,1
102251318064432,Organon,These ads ran without a disclaimer,270,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,152,1
101749628198714,Promova,These ads ran without a disclaimer,≤100,2
104486655940904,zerowastezen1,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
109231571984405,Accelera,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
