Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,511
Bicol Region,6045
Cagayan Valley,1683
Calabarzon,10950
Caraga,1153
Central Luzon,6196
Central Visayas,3801
Cordillera Administrative Region,1062
Davao Region,3105
Eastern Visayas,1707
Ilocos Region,5342
Metro Manila,20946
Mimaropa,1918
Northern Mindanao,2886
Soccsksargen,1409
Unknown,≤100
Western Visayas,5139
Zamboanga Peninsula,1631
