Location name,Amount spent (BRL)
Acre (state),781
Alagoas,2013
Amapá,1187
Amazonas,5576
Bahia,9778
Ceará,9262
Espírito Santo,2409
Federal District,3209
Goiás,6553
Maranhão,7904
Mato Grosso,7426
Mato Grosso do Sul,3648
Minas Gerais,21858
Paraná,7984
Paraíba,2531
Pará,12136
Pernambuco,6677
Piauí,2689
Rio Grande do Norte,2651
Rio Grande do Sul,8869
Rio de Janeiro (state),14013
Rondônia,2172
Roraima,1221
Santa Catarina,11497
Sergipe,2878
São Paulo (state),46463
Tocantins,2440
Unknown,≤100
