Location name,Amount spent (ZAR)
Eastern Cape,913
Free State,951
Gauteng,3473
KwaZulu-Natal,1079
Limpopo,321
Mpumalanga,740
North West,310
Northern Cape,300
Unknown,≤100
Western Cape,7698
