Location name,Amount spent (NOK)
Akershus,6069
Aust-Agder,1366
Buskerud,2790
Finnmark,1152
Hedmark,2342
Hordaland,7976
Møre og Romsdal,3456
Nord-Trøndelag,1656
Nordland,2957
Oppland,2350
Oslo,13432
Rogaland,5425
Sogn og Fjordane,1391
Sør-Trøndelag,3537
Telemark,2433
Troms,2616
Unknown,156
Vest-Agder,2657
Vestfold,2971
Østfold,3839
