Location name,Amount spent (NOK)
Akershus,5594
Aust-Agder,781
Buskerud,2083
Finnmark,684
Hedmark,1655
Hordaland,4255
Møre og Romsdal,1985
Nord-Trøndelag,1904
Nordland,1965
Oppland,1644
Oslo,10063
Rogaland,3399
Sogn og Fjordane,876
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5873
Telemark,1574
Troms,2035
Unknown,≤100
Vest-Agder,1761
Vestfold,1722
Østfold,3504
