Location name,Amount spent (CLP)
Antofagasta Region,197325
Araucanía Region,269354
Arica y Parinacota Region,73107
Atacama Region,71220
Aysén Region,41828
Bío Bío Region,564382
Coquimbo Region,229696
Los Lagos Region,248527
Los Ríos Region,116518
Magallanes y la Antártica Chilena Region,62924
Maule Region,244585
O'Higgins Region,208317
Santiago Metropolitan Region,3242233
Tarapacá Region,89605
Unknown,1543
Valparaíso Region,610843
