Location name,Amount spent (BRL)
Acre (state),475
Alagoas,1363
Amapá,443
Amazonas,3273
Bahia,7976
Ceará,5413
Espírito Santo,2806
Federal District,2908
Goiás,4170
Maranhão,5880
Mato Grosso,2276
Mato Grosso do Sul,3427
Minas Gerais,17431
Paraná,9406
Paraíba,2210
Pará,3989
Pernambuco,6485
Piauí,1874
Rio Grande do Norte,2167
Rio Grande do Sul,35527
Rio de Janeiro (state),11860
Rondônia,1037
Roraima,522
Santa Catarina,5765
Sergipe,1481
São Paulo (state),72421
Tocantins,888
Unknown,≤100
