Location name,Amount spent (USD)
Alabama,11250
Alaska,2669
American Samoa,≤100
Arizona,28841
Arkansas,6878
California,111950
Colorado,23571
Connecticut,10991
Delaware,3668
Florida,71836
Georgia,27168
Guam,≤100
Hawaii,3328
Idaho,5834
Illinois,42769
Indiana,15051
Iowa,10781
Kansas,7285
Kentucky,18189
Louisiana,17106
Maine,5392
Maryland,32406
Massachusetts,18985
Michigan,31755
Minnesota,33896
Mississippi,8303
Missouri,16913
Montana,4282
Nebraska,4484
Nevada,16521
New Hampshire,8606
New Jersey,29990
New Mexico,7393
New York,62474
North Carolina,38430
North Dakota,1535
Northern Mariana Islands,≤100
Ohio,36344
Oklahoma,11997
Oregon,18489
Pennsylvania,91945
Puerto Rico,≤100
Rhode Island,3221
South Carolina,16069
South Dakota,1719
Tennessee,20499
Texas,141083
Unknown,7281
Utah,8424
Vermont,2082
Virgin Islands (U.S.),≤100
Virginia,32850
Washington,25273
"Washington, District of Columbia",13728
West Virginia,6741
Wisconsin,20376
Wyoming,2477
