Location name,Amount spent (BRL)
Acre (state),383
Alagoas,869
Amapá,358
Amazonas,2114
Bahia,4086
Ceará,3572
Espírito Santo,1434
Federal District,1797
Goiás,2516
Maranhão,1977
Mato Grosso,1287
Mato Grosso do Sul,1664
Minas Gerais,8570
Paraná,4651
Paraíba,1146
Pará,3357
Pernambuco,4574
Piauí,1461
Rio Grande do Norte,1541
Rio Grande do Sul,6468
Rio de Janeiro (state),8495
Rondônia,663
Roraima,199
Santa Catarina,3653
Sergipe,1139
São Paulo (state),26037
Tocantins,588
Unknown,≤100
