Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
109222605784972,TekSavvy Solutions Inc.,TekSavvy Solutions Inc.,10938,1
247550302115830,Elections Saskatchewan,Elections Saskatchewan,5249,6
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2209,72
203652059653094,Government of British Columbia,Government of British Columbia,1996,17
163336718421,PSAC - AFPC,PSAC - AFPC,1825,34
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,1666,2
113297740077607,Canadian Energy Centre,Canadian Energy Centre,1518,70
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,1391,7
154462904588700,Enbridge Gas,Enbridge Gas,1332,63
2112106495731697,Wild First,Canadian Coastal Research Society,1291,20
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,1132,51
6319213302,Heart & Stroke,Heart & Stroke,1068,20
1097840090260804,National Police Federation,National Police Federation,934,88
185413851479580,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,New Brunswick Health Council / Conseil de la santé du Nouveau-Brunswick,931,7
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,892,4
6695079125,TD,TD Bank Canada,828,18
115835521825983,UNHCR Canada,UNHCR Canada,825,132
172145722975250,PressProgress,PressProgress,753,76
139019864276,Oxfam Canada,Oxfam Canada,741,48
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,726,48
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,676,47
109045051805492,Made The Canadian Way,Canadian Energy Centre,623,4
625254780822339,CUPE Manitoba,CUPE MB,612,11
117109432079,CAMH Foundation,CAMH Foundation,604,40
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,518,12
404950259547092,Scarborough Health Network Foundation,SHN with Facebook ad credits,508,19
633812813408377,Elections Canada,Elections Canada,500,12
121455674601185,The Manitoba Teachers' Society,The Manitoba Teachers' Society,467,6
176256900912,Saskatchewan Party,The Saskatchewan Party,449,15
