Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,140241,26
573559522797177,Flokkur fólksins,Flokkur Fólksins,12972,7
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,4007,2
737169626371453,Stundin,Stundin,3449,3
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,3242,2
156161194561570,Kjarninn,Kjarninn,2121,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1992,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,1758,1
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,1601,1
98673036962,ROLDA,These ads ran without a disclaimer,1004,5
154893001218870,ADHD samtökin,ADHD samtökin,832,2
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,678,10
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,524,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,376,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,200,1
108372578794017,Inpro 24,These ads ran without a disclaimer,148,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
103538675856093,Мировые новости,These ads ran without a disclaimer,≤100,1
100165956297521,Новости Дня,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
104590425802557,Новости Дня,These ads ran without a disclaimer,≤100,1
