Location name,Amount spent (VND)
An Giang Province,28911
Bà Rịa–Vũng Tàu Province,28664
Bình Dương Province,114511
Bình Phước Province,21059
Bình Thuận Province,21943
Bình Định Province,30922
Bạc Liêu Province,12661
Bắc Giang Province,31668
Bắc Kạn Province,5420
Bắc Ninh Province,73097
Bến Tre Province,18769
Cao Bằng Province,34588
Cà Mau Province,15203
Cần Thơ,21662
Da Nang,41002
Gia Lai Province,22227
Haiphong,52941
Ho Chi Minh City,1756731
Hà Giang Province,5966
Hà Nam Province,13096
Hà Tĩnh Province,174266
Hòa Bình Province,14621
Hưng Yên Province,21419
Hải Dương Province,36451
Hậu Giang Province,14684
Khánh Hòa Province,26680
Kiên Giang Province,20586
Kon Tum Province,8633
Lai Châu Province,2470
Long An Province,30360
Lào Cai Province,9378
Lâm Đồng Province,21900
Lạng Sơn Province,14875
Nam Định Province,32973
Nghệ An Province,393548
Ninh Bình Province,21456
Ninh Thuận Province,10871
Phú Thọ Province,57383
Phú Yên Province,15947
Quảng Bình Province,11441
Quảng Nam Province,25754
Quảng Ngãi Province,20975
Quảng Ninh Province,19889
Quảng Trị Province,12872
Sóc Trăng Province,13909
Sơn La Province,16739
Thanh Hóa Province,45250
Thái Bình Province,32287
Thái Nguyên Province,103883
Thừa Thiên–Huế Province,24897
Tiền Giang Province,35648
Trà Vinh Province,25365
Tuyên Quang Province,14036
Tây Ninh Province,24172
Unknown,≤100
Vĩnh Long Province,13589
Vĩnh Phúc Province,19111
Yên Bái Province,77886
Điện Biên Province,8692
Đắk Lắk Province,28527
Đắk Nông Province,9389
Đồng Nai Province,116979
Đồng Tháp Province,23352
