Location name,Amount spent (USD)
Ahmadi Governorate,127
Capital Governorate,1254
Farwaniya Governorate,412
Hawalli Governorate,735
Jahra Governorate,≤100
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
