Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,7448710,41
386081914814521,Martin Burt,Martin 2023,6623817,2
175406365841914,Arnoldo Wiens,Global Agencia,5826740,48
110447625137045,Pilar Callizo,PautaPY,3076069,11
196599783696918,Efrain Alegre,Pedro Efraín Alegre Sasiain,2849928,10
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,2477002,20
532716330164048,Sole Núñez,Soledad Núñez,2301587,24
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,2294372,11
1695481804025162,Eduardo Nakayama,Eduardo Hirohito Nakayama Rojas,1572872,6
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,1517402,2
102266292553995,Sucia Política,Diego Ricardo Ramírez,1503900,11
102684267782773,José Plate Silvero,Creagenz,1406926,3
325540631525675,En La Tecla,En la Tecla,1206472,9
100778482648263,Cerini 2023,DGWorld Consultoría Digital,1045077,10
106257452820864,Tito Saguier,Tito Saguier,1022970,1
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,1002886,29
286989224667281,Marito Abdo,Marca Py,1000039,3
132554373464255,La Nación,Nación Media,975037,19
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,908253,16
1310731702357133,GEN,GEN,894661,8
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,878717,23
124476131441330,Partido Hagamos,Partido Hagamos,687414,1
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,632690,4
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,619280,24
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,587923,20
1151984808290856,Hugo Portillo,Hugo Portillo,410936,21
100897992786802,Carolina Ferreira,Carolina Ferreira González,403733,4
111941744627764,Jorge Ayala,Jorge Miguel Ayala Lopez,397630,6
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,390140,11
309537729651941,JuanMa Brunetti,Global Agencia,369327,11
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365326,33
120061519391875,César Paredes,César Paredes,365092,7
406051639796522,Eduardo Zavala,Eduardo Zavala,362106,46
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,360906,3
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,360750,4
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,360382,7
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,340062,6
1076188112409030,Dip. Carlos Enrique Silva,Katherin Maria Saldivar Espinola,323304,1
109830218400800,Lea Giménez,Lea Raquel Gimenez Duarte,314214,1
110282441138723,Nicolás CHASE,Nicolas Chase Rodríguez,306836,2
