Location name,Amount spent (AUD)
Australian Capital Territory,745
Jervis Bay Territory,≤100
New South Wales,12813
Norfolk Island,≤100
Northern Territory,436
Queensland,10226
South Australia,3050
Tasmania,969
Unknown,≤100
Victoria,17099
Western Australia,4609
